Timestamp,Open,High,Low,Close,Volume,Open Interest
2025-06-02 13:10:00,48184.21,48212.49,48181.5,48211.22,1573440,0
2025-06-02 13:15:00,48211.22,48217.54,48199.59,48204.14,917016,0
2025-06-02 13:20:00,48204.14,48205.29,48201.74,48204.12,1422314,0
2025-06-02 13:25:00,48204.12,48211.78,48189.62,48207.23,1000914,0
2025-06-02 13:30:00,48207.23,48215.85,48191.7,48197.91,946373,0
2025-06-02 13:35:00,48197.91,48219.74,48197.69,48210.36,917012,0
2025-06-02 13:40:00,48210.36,48217.76,48206.55,48210.67,1402753,0
2025-06-02 13:45:00,48210.67,48215.59,48208.8,48210.39,1074150,0
2025-06-02 13:50:00,48210.39,48222.31,48209.75,48214.64,1089747,0
2025-06-02 13:55:00,48214.64,48266.41,48208.61,48253.14,1106285,0
2025-06-02 14:00:00,48253.14,48257.32,48241.66,48243.9,1407986,0
2025-06-02 14:05:00,48243.9,48248.52,48217.91,48233.1,1005178,0
2025-06-02 14:10:00,48233.1,48236.84,48211.0,48217.2,1051209,0
2025-06-02 14:15:00,48217.2,48227.58,48175.14,48190.19,748813,0
2025-06-02 14:20:00,48190.19,48203.19,48149.21,48169.76,750714,0
2025-06-02 14:25:00,48169.76,48172.17,48149.04,48161.27,746390,0
2025-06-02 14:30:00,48161.27,48166.77,48154.43,48157.5,905970,0
2025-06-02 14:35:00,48157.5,48167.23,48154.81,48156.5,925110,0
2025-06-02 14:40:00,48156.5,48165.29,48153.16,48161.36,1328118,0
2025-06-02 14:45:00,48161.36,48169.09,48160.98,48166.6,1026235,0
2025-06-02 14:50:00,48166.6,48168.84,48158.85,48159.53,1663286,0
2025-06-02 14:55:00,48159.53,48184.58,48154.14,48181.85,777854,0
2025-06-02 15:00:00,48181.85,48207.96,48178.45,48206.11,597899,0
2025-06-02 15:05:00,48206.11,48230.33,48198.25,48227.12,963592,0
2025-06-02 15:10:00,48227.12,48238.3,48225.05,48237.93,1023008,0
2025-06-02 15:15:00,48237.93,48239.97,48227.52,48238.89,234837,0
2025-06-02 15:20:00,48238.89,48240.14,48235.52,48237.61,894825,0
2025-06-02 15:25:00,48237.61,48239.93,48202.06,48214.27,656538,0
2025-06-03 09:15:00,48214.27,48220.9,48210.75,48212.85,1397131,0
2025-06-03 09:20:00,48212.85,48235.91,48205.44,48225.01,1192524,0
2025-06-03 09:25:00,48225.01,48257.94,48219.8,48255.18,1061879,0
2025-06-03 09:30:00,48255.18,48273.13,48248.95,48268.74,714323,0
2025-06-03 09:35:00,48268.74,48288.36,48261.37,48287.16,1317358,0
2025-06-03 09:40:00,48287.16,48324.46,48277.27,48319.86,1143416,0
2025-06-03 09:45:00,48319.86,48323.12,48308.96,48318.47,1198217,0
2025-06-03 09:50:00,48318.47,48324.85,48314.3,48314.51,654836,0
2025-06-03 09:55:00,48314.51,48316.47,48302.99,48310.26,1203896,0
2025-06-03 10:00:00,48310.26,48312.17,48285.09,48285.54,1247747,0
2025-06-03 10:05:00,48285.54,48317.87,48281.82,48304.88,1273991,0
2025-06-03 10:10:00,48304.88,48314.17,48292.68,48295.0,1303401,0
2025-06-03 10:15:00,48295.0,48300.12,48283.8,48290.53,1092231,0
2025-06-03 10:20:00,48290.53,48299.24,48285.09,48297.54,990813,0
2025-06-03 10:25:00,48297.54,48304.97,48291.25,48302.56,707524,0
2025-06-03 10:30:00,48302.56,48316.74,48297.88,48307.42,777645,0
2025-06-03 10:35:00,48307.42,48321.68,48307.35,48316.37,1443413,0
2025-06-03 10:40:00,48316.37,48339.87,48312.88,48334.57,1789305,0
2025-06-03 10:45:00,48334.57,48354.33,48324.47,48341.72,898447,0
2025-06-03 10:50:00,48341.72,48358.29,48331.64,48350.05,666148,0
2025-06-03 10:55:00,48350.05,48355.05,48334.4,48337.16,1221690,0
2025-06-03 11:00:00,48337.16,48351.49,48322.63,48342.6,1043496,0
2025-06-03 11:05:00,48342.6,48346.1,48338.18,48343.2,1044498,0
2025-06-03 11:10:00,48343.2,48359.55,48339.87,48358.11,863100,0
2025-06-03 11:15:00,48358.11,48365.99,48352.94,48364.75,915116,0
2025-06-03 11:20:00,48364.75,48379.83,48364.01,48378.16,1315874,0
2025-06-03 11:25:00,48378.16,48386.31,48352.28,48361.61,382658,0
2025-06-03 11:30:00,48361.61,48366.32,48352.33,48354.12,1096787,0
2025-06-03 11:35:00,48354.12,48379.49,48353.68,48371.14,1491166,0
2025-06-03 11:40:00,48371.14,48387.0,48367.4,48381.73,608823,0
2025-06-03 11:45:00,48381.73,48383.99,48373.33,48378.39,1532955,0
2025-06-03 11:50:00,48378.39,48380.86,48358.79,48365.34,1207648,0
2025-06-03 11:55:00,48365.34,48377.13,48359.5,48365.61,819856,0
2025-06-03 12:00:00,48365.61,48372.34,48360.03,48364.14,1135708,0
2025-06-03 12:05:00,48364.14,48368.65,48361.87,48366.58,1408369,0
2025-06-03 12:10:00,48366.58,48377.35,48359.86,48368.06,907941,0
2025-06-03 12:15:00,48368.06,48390.05,48367.23,48387.63,1202529,0
2025-06-03 12:20:00,48387.63,48435.34,48387.2,48422.27,1221213,0
2025-06-03 12:25:00,48422.27,48454.97,48420.17,48449.65,1129167,0
2025-06-03 12:30:00,48449.65,48470.87,48439.65,48465.63,458003,0
2025-06-03 12:35:00,48465.63,48468.52,48458.9,48460.75,1605590,0
2025-06-03 12:40:00,48460.75,48484.68,48458.56,48478.63,967280,0
2025-06-03 12:45:00,48478.63,48485.87,48474.73,48484.7,928594,0
2025-06-03 12:50:00,48484.7,48511.98,48484.66,48504.79,1879752,0
2025-06-03 12:55:00,48504.79,48526.82,48504.22,48517.8,1239297,0
2025-06-03 13:00:00,48517.8,48526.6,48512.9,48525.53,1167698,0
2025-06-03 13:05:00,48525.53,48529.71,48515.09,48521.92,1127975,0
2025-06-03 13:10:00,48521.92,48525.46,48519.98,48522.6,1284062,0
2025-06-03 13:15:00,48522.6,48524.71,48492.38,48504.91,639957,0
2025-06-03 13:20:00,48504.91,48528.46,48500.38,48522.83,638865,0
2025-06-03 13:25:00,48522.83,48526.25,48479.96,48495.19,1268688,0
2025-06-03 13:30:00,48495.19,48498.11,48476.59,48486.42,954654,0
2025-06-03 13:35:00,48486.42,48491.2,48481.44,48490.66,1124605,0
2025-06-03 13:40:00,48490.66,48509.64,48485.01,48505.31,1561952,0
2025-06-03 13:45:00,48505.31,48510.9,48493.54,48501.95,959410,0
2025-06-03 13:50:00,48501.95,48526.74,48492.79,48523.96,1149492,0
2025-06-03 13:55:00,48523.96,48547.74,48521.68,48537.89,787338,0
2025-06-03 14:00:00,48537.89,48543.76,48528.04,48540.92,1206349,0
2025-06-03 14:05:00,48540.92,48548.14,48525.01,48540.07,768240,0
2025-06-03 14:10:00,48540.07,48545.27,48522.26,48523.82,1027490,0
2025-06-03 14:15:00,48523.82,48524.82,48520.47,48521.75,707782,0
2025-06-03 14:20:00,48521.75,48539.48,48519.33,48535.31,1234767,0
2025-06-03 14:25:00,48535.31,48560.42,48534.77,48547.62,969393,0
2025-06-03 14:30:00,48547.62,48554.11,48538.56,48546.39,739481,0
2025-06-03 14:35:00,48546.39,48552.49,48546.07,48550.38,790276,0
2025-06-03 14:40:00,48550.38,48572.54,48549.38,48567.89,891668,0
2025-06-03 14:45:00,48567.89,48585.54,48558.78,48584.35,1061916,0
2025-06-03 14:50:00,48584.35,48602.61,48583.16,48596.95,626534,0
2025-06-03 14:55:00,48596.95,48629.95,48595.36,48622.1,1234775,0
2025-06-03 15:00:00,48622.1,48629.37,48601.39,48603.24,772654,0
2025-06-03 15:05:00,48603.24,48625.26,48595.83,48612.7,796055,0
2025-06-03 15:10:00,48612.7,48633.35,48605.0,48623.21,1127264,0
2025-06-03 15:15:00,48623.21,48664.33,48615.15,48653.94,1026576,0
2025-06-03 15:20:00,48653.94,48665.37,48652.42,48660.25,499082,0
2025-06-03 15:25:00,48660.25,48677.14,48652.23,48673.5,877963,0
2025-06-04 09:15:00,48673.5,48693.67,48655.85,48688.97,1238772,0
2025-06-04 09:20:00,48688.97,48691.44,48652.45,48667.36,1241976,0
2025-06-04 09:25:00,48667.36,48680.79,48633.76,48641.24,1203086,0
2025-06-04 09:30:00,48641.24,48656.44,48613.41,48618.03,1125680,0
2025-06-04 09:35:00,48618.03,48624.52,48609.11,48614.04,859911,0
2025-06-04 09:40:00,48614.04,48628.31,48589.7,48600.6,343361,0
2025-06-04 09:45:00,48600.6,48653.86,48596.36,48627.16,551763,0
2025-06-04 09:50:00,48627.16,48630.16,48621.49,48623.48,684395,0
2025-06-04 09:55:00,48623.48,48636.37,48607.83,48630.88,1246754,0
2025-06-04 10:00:00,48630.88,48673.71,48627.35,48671.91,1162525,0
2025-06-04 10:05:00,48671.91,48709.35,48670.18,48691.23,979479,0
2025-06-04 10:10:00,48691.23,48732.77,48673.76,48730.94,867455,0
2025-06-04 10:15:00,48730.94,48752.7,48721.84,48749.35,1145267,0
2025-06-04 10:20:00,48749.35,48778.93,48731.63,48775.53,1125630,0
2025-06-04 10:25:00,48775.53,48779.12,48758.5,48759.36,569187,0
2025-06-04 10:30:00,48759.36,48764.41,48712.18,48717.65,439102,0
2025-06-04 10:35:00,48717.65,48722.7,48710.18,48719.85,615917,0
2025-06-04 10:40:00,48719.85,48737.74,48694.89,48734.08,1197233,0
2025-06-04 10:45:00,48734.08,48743.69,48725.53,48741.94,1226825,0
2025-06-04 10:50:00,48741.94,48771.76,48737.38,48766.3,978087,0
2025-06-04 10:55:00,48766.3,48800.83,48761.5,48785.14,966744,0
2025-06-04 11:00:00,48785.14,48795.18,48775.17,48792.61,361805,0
2025-06-04 11:05:00,48792.61,48800.8,48749.04,48773.34,807252,0
2025-06-04 11:10:00,48773.34,48775.45,48733.88,48745.53,1065509,0
2025-06-04 11:15:00,48745.53,48746.13,48702.18,48713.17,869024,0
2025-06-04 11:20:00,48713.17,48719.02,48679.87,48682.19,1349160,0
2025-06-04 11:25:00,48682.19,48689.54,48659.5,48670.34,1055631,0
2025-06-04 11:30:00,48670.34,48683.07,48642.77,48659.14,1261702,0
2025-06-04 11:35:00,48659.14,48669.85,48644.16,48645.17,1408253,0
2025-06-04 11:40:00,48645.17,48660.85,48580.42,48590.09,1713773,0
2025-06-04 11:45:00,48590.09,48598.12,48566.48,48578.42,722497,0
2025-06-04 11:50:00,48578.42,48581.67,48572.67,48581.06,956909,0
2025-06-04 11:55:00,48581.06,48585.38,48572.91,48583.73,1255436,0
2025-06-04 12:00:00,48583.73,48607.26,48536.15,48546.64,1541730,0
2025-06-04 12:05:00,48546.64,48566.12,48511.14,48512.17,1451592,0
2025-06-04 12:10:00,48512.17,48542.8,48508.28,48537.39,858137,0
2025-06-04 12:15:00,48537.39,48543.25,48526.76,48540.11,1628246,0
2025-06-04 12:20:00,48540.11,48586.26,48530.47,48574.37,1427771,0
2025-06-04 12:25:00,48574.37,48597.14,48561.28,48592.51,1281316,0
2025-06-04 12:30:00,48592.51,48615.39,48588.94,48608.72,545995,0
2025-06-04 12:35:00,48608.72,48616.53,48595.32,48610.71,1514473,0
2025-06-04 12:40:00,48610.71,48657.84,48608.04,48643.6,1569647,0
2025-06-04 12:45:00,48643.6,48650.38,48632.15,48648.26,1142376,0
2025-06-04 12:50:00,48648.26,48661.9,48646.33,48646.87,983035,0
2025-06-04 12:55:00,48646.87,48689.72,48646.75,48680.35,1242056,0
2025-06-04 13:00:00,48680.35,48687.95,48669.01,48685.83,982071,0
2025-06-04 13:05:00,48685.83,48698.92,48662.4,48667.75,1207769,0
2025-06-04 13:10:00,48667.75,48669.03,48611.56,48621.99,1546583,0
2025-06-04 13:15:00,48621.99,48628.62,48613.14,48628.21,706022,0
2025-06-04 13:20:00,48628.21,48637.14,48614.73,48633.17,1354768,0
2025-06-04 13:25:00,48633.17,48646.2,48624.48,48627.82,1091922,0
2025-06-04 13:30:00,48627.82,48633.87,48615.78,48618.43,895763,0
2025-06-04 13:35:00,48618.43,48621.69,48594.89,48599.1,1169844,0
2025-06-04 13:40:00,48599.1,48611.04,48591.14,48596.18,1445972,0
2025-06-04 13:45:00,48596.18,48618.34,48547.79,48567.28,1153194,0
2025-06-04 13:50:00,48567.28,48568.52,48544.17,48556.89,250125,0
2025-06-04 13:55:00,48556.89,48575.12,48545.08,48558.76,895431,0
2025-06-04 14:00:00,48558.76,48568.13,48536.23,48539.64,1523850,0
2025-06-04 14:05:00,48539.64,48573.05,48519.69,48569.53,1160101,0
2025-06-04 14:10:00,48569.53,48610.89,48568.16,48609.91,1311563,0
2025-06-04 14:15:00,48609.91,48691.69,48602.51,48682.77,1654999,0
2025-06-04 14:20:00,48682.77,48694.72,48673.26,48689.59,1043407,0
2025-06-04 14:25:00,48689.59,48693.46,48686.06,48693.31,1146086,0
2025-06-04 14:30:00,48693.31,48700.29,48639.56,48649.85,784616,0
2025-06-04 14:35:00,48649.85,48650.73,48626.68,48633.94,1328851,0
2025-06-04 14:40:00,48633.94,48638.2,48591.9,48598.03,1165572,0
2025-06-04 14:45:00,48598.03,48608.58,48583.49,48591.07,1053681,0
2025-06-04 14:50:00,48591.07,48611.59,48545.76,48545.89,1159645,0
2025-06-04 14:55:00,48545.89,48546.18,48526.24,48528.6,1370708,0
2025-06-04 15:00:00,48528.6,48540.88,48485.74,48497.19,1243741,0
2025-06-04 15:05:00,48497.19,48516.11,48470.99,48511.59,560819,0
2025-06-04 15:10:00,48511.59,48517.43,48489.65,48493.93,1099911,0
2025-06-04 15:15:00,48493.93,48504.92,48472.08,48479.16,815136,0
2025-06-04 15:20:00,48479.16,48497.76,48475.08,48481.68,1043361,0
2025-06-04 15:25:00,48481.68,48498.31,48468.88,48475.4,1649480,0
2025-06-05 09:15:00,48475.4,48480.46,48469.6,48473.14,1130432,0
2025-06-05 09:20:00,48473.14,48479.37,48468.49,48476.44,1363786,0
2025-06-05 09:25:00,48476.44,48491.92,48470.03,48489.43,500677,0
2025-06-05 09:30:00,48489.43,48493.5,48487.77,48488.33,834049,0
2025-06-05 09:35:00,48488.33,48497.18,48484.34,48485.14,1140085,0
2025-06-05 09:40:00,48485.14,48485.5,48480.78,48480.81,1156170,0
2025-06-05 09:45:00,48480.81,48497.08,48479.35,48489.33,1219484,0
2025-06-05 09:50:00,48489.33,48489.74,48474.86,48479.28,1310020,0
2025-06-05 09:55:00,48479.28,48483.45,48475.1,48477.41,1369460,0
2025-06-05 10:00:00,48477.41,48479.98,48475.83,48478.31,125324,0
2025-06-05 10:05:00,48478.31,48497.94,48470.2,48480.78,1147899,0
2025-06-05 10:10:00,48480.78,48490.01,48477.43,48484.54,1429948,0
2025-06-05 10:15:00,48484.54,48495.09,48479.57,48479.58,1147240,0
2025-06-05 10:20:00,48479.58,48492.8,48474.86,48492.19,1030149,0
2025-06-05 10:25:00,48492.19,48500.07,48490.99,48493.65,784671,0
2025-06-05 10:30:00,48493.65,48501.53,48492.32,48501.36,1006685,0
2025-06-05 10:35:00,48501.36,48506.94,48496.66,48504.04,700888,0
2025-06-05 10:40:00,48504.04,48515.68,48497.37,48513.74,1181672,0
2025-06-05 10:45:00,48513.74,48526.37,48512.66,48519.17,1247835,0
2025-06-05 10:50:00,48519.17,48525.67,48512.57,48522.7,1116945,0
2025-06-05 10:55:00,48522.7,48524.97,48515.29,48519.38,1460368,0
2025-06-05 11:00:00,48519.38,48540.26,48518.87,48534.08,1179291,0
2025-06-05 11:05:00,48534.08,48544.18,48533.46,48543.61,1294793,0
2025-06-05 11:10:00,48543.61,48547.51,48541.66,48544.08,1192539,0
2025-06-05 11:15:00,48544.08,48545.68,48539.73,48542.88,893578,0
2025-06-05 11:20:00,48542.88,48550.12,48537.07,48548.34,1459985,0
2025-06-05 11:25:00,48548.34,48556.12,48538.73,48543.64,717174,0
2025-06-05 11:30:00,48543.64,48544.93,48540.02,48541.6,1196092,0
2025-06-05 11:35:00,48541.6,48544.42,48539.68,48542.94,1191515,0
2025-06-05 11:40:00,48542.94,48544.65,48511.84,48522.09,1115044,0
2025-06-05 11:45:00,48522.09,48527.01,48509.9,48515.49,1093869,0
2025-06-05 11:50:00,48515.49,48517.77,48505.29,48507.78,1038135,0
2025-06-05 11:55:00,48507.78,48516.39,48503.99,48513.77,1233194,0
2025-06-05 12:00:00,48513.77,48518.35,48501.65,48504.94,1074748,0
2025-06-05 12:05:00,48504.94,48508.98,48491.68,48494.2,1216434,0
2025-06-05 12:10:00,48494.2,48496.26,48475.34,48481.18,1003897,0
2025-06-05 12:15:00,48481.18,48492.68,48471.13,48477.6,1459490,0
2025-06-05 12:20:00,48477.6,48479.54,48476.21,48476.77,1137605,0
2025-06-05 12:25:00,48476.77,48483.6,48471.61,48473.76,1354707,0
2025-06-05 12:30:00,48473.76,48474.04,48460.55,48465.59,1177332,0
2025-06-05 12:35:00,48465.59,48476.16,48464.67,48475.79,716606,0
2025-06-05 12:40:00,48475.79,48483.28,48470.54,48474.83,1072833,0
2025-06-05 12:45:00,48474.83,48498.86,48472.07,48485.65,1484657,0
2025-06-05 12:50:00,48485.65,48490.0,48483.61,48489.29,1036792,0
2025-06-05 12:55:00,48489.29,48491.81,48482.71,48489.89,539895,0
2025-06-05 13:00:00,48489.89,48496.13,48487.08,48494.83,1027255,0
2025-06-05 13:05:00,48494.83,48503.03,48491.74,48502.19,1404684,0
2025-06-05 13:10:00,48502.19,48519.85,48497.61,48517.53,1449289,0
2025-06-05 13:15:00,48517.53,48533.53,48514.71,48530.64,1221456,0
2025-06-05 13:20:00,48530.64,48533.93,48515.87,48522.24,803598,0
2025-06-05 13:25:00,48522.24,48535.0,48515.25,48531.05,962543,0
2025-06-05 13:30:00,48531.05,48532.18,48520.58,48521.06,1073635,0
2025-06-05 13:35:00,48521.06,48529.58,48519.41,48527.88,737478,0
2025-06-05 13:40:00,48527.88,48532.48,48524.35,48532.46,952182,0
2025-06-05 13:45:00,48532.46,48533.73,48522.2,48530.53,980157,0
2025-06-05 13:50:00,48530.53,48540.39,48522.19,48526.39,941733,0
2025-06-05 13:55:00,48526.39,48532.89,48516.78,48517.56,1430714,0
2025-06-05 14:00:00,48517.56,48517.73,48514.16,48514.58,1016045,0
2025-06-05 14:05:00,48514.58,48539.55,48505.16,48528.64,907390,0
2025-06-05 14:10:00,48528.64,48534.19,48526.42,48530.95,896231,0
2025-06-05 14:15:00,48530.95,48544.6,48530.08,48539.75,1332834,0
2025-06-05 14:20:00,48539.75,48545.81,48536.47,48543.17,1050252,0
2025-06-05 14:25:00,48543.17,48550.09,48531.15,48542.68,577127,0
2025-06-05 14:30:00,48542.68,48544.39,48528.84,48530.04,610998,0
2025-06-05 14:35:00,48530.04,48534.09,48504.71,48516.26,1609414,0
2025-06-05 14:40:00,48516.26,48517.97,48502.19,48507.59,470910,0
2025-06-05 14:45:00,48507.59,48512.29,48502.57,48502.97,543035,0
2025-06-05 14:50:00,48502.97,48503.67,48491.58,48493.3,1173612,0
2025-06-05 14:55:00,48493.3,48497.32,48473.35,48477.11,1270812,0
2025-06-05 15:00:00,48477.11,48483.58,48470.12,48471.61,1137111,0
2025-06-05 15:05:00,48471.61,48475.31,48464.4,48474.65,1317441,0
2025-06-05 15:10:00,48474.65,48478.17,48462.54,48471.64,1603181,0
2025-06-05 15:15:00,48471.64,48476.0,48451.0,48457.98,750787,0
2025-06-05 15:20:00,48457.98,48460.27,48438.8,48440.78,1055307,0
2025-06-05 15:25:00,48440.78,48443.95,48425.66,48429.01,795011,0
2025-06-06 09:15:00,48429.01,48453.0,48427.92,48450.13,891574,0
2025-06-06 09:20:00,48450.13,48458.2,48427.46,48438.06,385427,0
2025-06-06 09:25:00,48438.06,48445.82,48434.48,48434.74,1403782,0
2025-06-06 09:30:00,48434.74,48456.99,48429.46,48452.41,1245538,0
2025-06-06 09:35:00,48452.41,48482.42,48449.13,48479.05,1303049,0
2025-06-06 09:40:00,48479.05,48499.54,48472.12,48492.96,1095530,0
2025-06-06 09:45:00,48492.96,48518.6,48492.81,48513.96,1276146,0
2025-06-06 09:50:00,48513.96,48549.22,48506.49,48540.14,830494,0
2025-06-06 09:55:00,48540.14,48583.19,48534.02,48580.08,1220116,0
2025-06-06 10:00:00,48580.08,48609.51,48579.08,48598.93,626438,0
2025-06-06 10:05:00,48598.93,48637.54,48594.27,48628.66,1239225,0
2025-06-06 10:10:00,48628.66,48644.97,48624.13,48641.29,1051584,0
2025-06-06 10:15:00,48641.29,48681.32,48635.44,48678.5,1215292,0
2025-06-06 10:20:00,48678.5,48713.43,48678.21,48710.81,1126898,0
2025-06-06 10:25:00,48710.81,48726.67,48707.0,48722.79,1237962,0
2025-06-06 10:30:00,48722.79,48765.95,48720.6,48757.47,1285307,0
2025-06-06 10:35:00,48757.47,48772.66,48753.96,48772.53,1561314,0
2025-06-06 10:40:00,48772.53,48795.52,48765.54,48794.24,457377,0
2025-06-06 10:45:00,48794.24,48798.9,48789.42,48789.78,1097442,0
2025-06-06 10:50:00,48789.78,48789.91,48775.1,48786.82,1262030,0
2025-06-06 10:55:00,48786.82,48804.33,48784.51,48801.76,435930,0
2025-06-06 11:00:00,48801.76,48827.15,48792.54,48822.2,903777,0
2025-06-06 11:05:00,48822.2,48833.1,48821.89,48827.45,400925,0
2025-06-06 11:10:00,48827.45,48854.06,48825.98,48849.65,366755,0
2025-06-06 11:15:00,48849.65,48864.44,48833.38,48857.22,933607,0
2025-06-06 11:20:00,48857.22,48863.7,48853.27,48858.99,1130028,0
2025-06-06 11:25:00,48858.99,48890.49,48857.8,48879.74,1216572,0
2025-06-06 11:30:00,48879.74,48888.2,48875.29,48881.23,839232,0
2025-06-06 11:35:00,48881.23,48904.18,48879.89,48895.03,1359251,0
2025-06-06 11:40:00,48895.03,48924.9,48894.31,48915.6,1325457,0
2025-06-06 11:45:00,48915.6,48921.89,48907.32,48912.45,1096798,0
2025-06-06 11:50:00,48912.45,48941.06,48909.71,48930.17,1285988,0
2025-06-06 11:55:00,48930.17,48981.28,48925.5,48980.03,1377620,0
2025-06-06 12:00:00,48980.03,49014.41,48973.99,49011.32,1849419,0
2025-06-06 12:05:00,49011.32,49040.95,49005.96,49036.66,1093954,0
2025-06-06 12:10:00,49036.66,49057.02,49029.1,49053.73,1191108,0
2025-06-06 12:15:00,49053.73,49096.81,49051.52,49094.08,1049625,0
2025-06-06 12:20:00,49094.08,49114.54,49091.87,49113.05,1369761,0
2025-06-06 12:25:00,49113.05,49118.1,49108.97,49111.19,1122374,0
2025-06-06 12:30:00,49111.19,49119.0,49103.9,49111.22,1288033,0
2025-06-06 12:35:00,49111.22,49116.08,49104.82,49107.19,538598,0
2025-06-06 12:40:00,49107.19,49121.72,49103.93,49119.58,1115160,0
2025-06-06 12:45:00,49119.58,49148.41,49112.41,49139.78,240875,0
2025-06-06 12:50:00,49139.78,49155.77,49129.53,49154.81,1103370,0
2025-06-06 12:55:00,49154.81,49193.23,49152.84,49186.87,885578,0
2025-06-06 13:00:00,49186.87,49209.36,49183.7,49200.71,1207862,0
2025-06-06 13:05:00,49200.71,49211.61,49192.43,49195.95,969035,0
2025-06-06 13:10:00,49195.95,49223.45,49189.03,49215.19,998997,0
2025-06-06 13:15:00,49215.19,49234.18,49211.79,49231.3,1288952,0
2025-06-06 13:20:00,49231.3,49255.83,49231.25,49252.02,1257526,0
2025-06-06 13:25:00,49252.02,49279.03,49242.84,49265.98,1448103,0
2025-06-06 13:30:00,49265.98,49304.16,49252.93,49299.18,1464624,0
2025-06-06 13:35:00,49299.18,49332.7,49297.9,49332.53,1103967,0
2025-06-06 13:40:00,49332.53,49367.34,49331.47,49359.14,859573,0
2025-06-06 13:45:00,49359.14,49394.52,49355.3,49389.13,1373609,0
2025-06-06 13:50:00,49389.13,49412.58,49384.05,49407.14,599440,0
2025-06-06 13:55:00,49407.14,49428.6,49404.57,49428.11,218153,0
2025-06-06 14:00:00,49428.11,49439.0,49424.22,49432.44,1129822,0
2025-06-06 14:05:00,49432.44,49440.86,49430.09,49430.93,1094557,0
2025-06-06 14:10:00,49430.93,49480.35,49429.14,49471.47,1024739,0
2025-06-06 14:15:00,49471.47,49494.47,49470.86,49491.49,981495,0
